Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
201.556683,TraderOne,Tick,554,508,46,-46,124200,124300,26433,168367,163767,OK
201.825738,TraderOne,Tick,554,508,46,-46,124200,124300,26433,168367,163767,OK
201.976233,TraderOne,Tick,554,511,43,-43,124200,124300,26508,168892,164592,OK
202.29856,TraderOne,Tick,554,511,43,-43,124200,124300,26508,168892,164592,OK
202.515623,TraderOne,Tick,554,511,43,-43,124200,124300,26508,168892,164592,OK
202.752621,TraderOne,Tick,554,511,43,-43,124200,124300,26508,168892,164592,OK
202.969004,TraderOne,Tick,554,511,43,-43,124200,124300,26508,168892,164592,OK
203.251851,TraderOne,Tick,554,511,43,-43,124600,124300,26508,168892,177492,OK
203.503515,TraderOne,Tick,554,511,43,-43,124600,124300,26508,168892,177492,OK
203.751416,TraderOne,Tick,554,511,43,-43,124600,124300,26508,168892,177492,OK
204.000077,TraderOne,Tick,554,511,43,-43,124600,124300,26508,168892,177492,OK
204.253627,TraderOne,Tick,554,511,43,-43,124600,123900,26508,168892,177492,OK
204.765864,TraderOne,Tick,554,511,43,-43,123400,123600,26508,168892,160292,OK
204.977185,TraderOne,Tick,554,511,43,-43,123400,123500,26508,168892,164592,OK
205.262563,TraderOne,Tick,554,511,43,-43,123400,123500,26508,168892,164592,OK
205.500862,TraderOne,Tick,554,511,43,-43,123400,123500,26508,168892,164592,OK
205.704477,TraderOne,Tick,554,511,43,-43,123400,123500,26508,168892,164592,OK
206.048384,TraderOne,Tick,554,511,43,-43,123400,123500,26508,168892,164592,OK
206.258938,TraderOne,Tick,554,574,-20,20,123900,123500,28069,192531,188531,OK
206.551435,TraderOne,Tick,554,593,-39,39,123900,123500,28540,199660,191860,OK
206.790826,TraderOne,Tick,554,593,-39,39,123900,123400,28540,199660,191860,OK
206.996061,TraderOne,Tick,554,613,-59,59,123800,123400,29035,205165,193365,OK
207.256828,TraderOne,Tick,554,613,-59,59,123800,123400,29035,205165,193365,OK
207.496598,TraderOne,Tick,554,633,-79,79,123300,123400,29530,210670,218570,OK
207.894362,TraderOne,Tick,554,633,-79,79,124000,123400,29530,210670,194870,OK
208.001251,TraderOne,Tick,554,633,-79,79,124000,123400,29530,210670,194870,OK
208.394829,TraderOne,Tick,554,633,-79,79,124000,123400,29530,210670,194870,OK
208.599324,TraderOne,Tick,554,633,-79,79,124000,123400,29530,210670,194870,OK
209.003376,TraderOne,Tick,613,633,-20,79,123500,123700,30987,-7077287,225013,OK
209.269382,TraderOne,Tick,613,633,-20,20,123500,123800,30987,221013,225013,OK
209.569353,TraderOne,Tick,613,633,-20,20,124400,123800,30987,221013,217013,OK
209.712399,TraderOne,Tick,613,633,-20,20,124400,123800,30987,221013,217013,OK
210.010594,TraderOne,Tick,613,633,-20,20,124400,123600,30987,221013,217013,OK
210.314904,TraderOne,Tick,613,633,-20,20,124400,123600,30987,221013,217013,OK
210.533802,TraderOne,Tick,613,633,-20,20,123300,123600,30987,221013,225013,OK
210.731726,TraderOne,Tick,613,633,-20,20,123300,123600,30987,221013,225013,OK
210.964682,TraderOne,Tick,613,633,-20,20,123300,123600,30987,221013,225013,OK
211.213422,TraderOne,Tick,613,633,-20,20,123100,123600,30987,221013,225013,OK
211.489768,TraderOne,Tick,613,633,-20,20,123100,123600,30987,221013,225013,OK
211.750951,TraderOne,Tick,613,633,-20,20,123100,123600,30987,221013,225013,OK
211.998101,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
212.28957,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
212.53956,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
212.795496,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
213.061595,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
213.289686,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
213.51899,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
213.708641,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
214.044176,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
214.246749,TraderOne,Tick,613,633,-20,20,123100,123500,30987,221013,225013,OK
214.565919,TraderOne,Tick,613,633,-20,20,123100,123400,30987,221013,225013,OK
214.764741,TraderOne,Tick,613,633,-20,20,123100,123400,30987,221013,225013,OK
215.053619,TraderOne,Tick,613,633,-20,20,123100,123100,30987,221013,221013,OK
215.299993,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
215.471501,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
215.838781,TraderOne,Tick,613,633,-20,20,123600,123200,30987,221013,217013,OK
216.017429,TraderOne,Tick,613,633,-20,20,123600,123300,30987,221013,217013,OK
216.283563,TraderOne,Tick,613,633,-20,20,123000,123300,30987,221013,225013,OK
216.520399,TraderOne,Tick,613,633,-20,20,123000,123300,30987,221013,225013,OK
216.798284,TraderOne,Tick,613,633,-20,20,123000,123300,30987,221013,225013,OK
217.05266,TraderOne,Tick,613,633,-20,20,123000,123200,30987,221013,225013,OK
217.31192,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
217.613687,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
217.747826,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
218.026226,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
218.3592,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
218.483949,TraderOne,Tick,613,633,-20,20,123800,123100,30987,221013,217013,OK
218.796116,TraderOne,Tick,613,633,-20,20,123800,123100,30987,221013,217013,OK
219.020378,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
219.201962,TraderOne,Tick,613,633,-20,20,123000,123100,30987,221013,223013,OK
219.453841,TraderOne,Tick,613,633,-20,20,123700,123100,30987,221013,217013,OK
219.933185,TraderOne,Tick,613,633,-20,20,123700,122900,30987,221013,217013,OK
219.999897,TraderOne,Tick,613,633,-20,20,123000,122900,30987,221013,219013,OK
220.36387,TraderOne,Tick,613,633,-20,20,123000,122900,30987,221013,219013,OK
220.545601,TraderOne,Tick,613,633,-20,20,123000,122900,30987,221013,219013,OK
220.711241,TraderOne,Tick,613,633,-20,20,123000,122900,30987,221013,219013,OK
221.022172,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
221.327706,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
221.539314,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
221.775849,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
222.046737,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
222.294074,TraderOne,Tick,613,633,-20,20,122900,122900,30987,221013,221013,OK
222.513731,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
222.775747,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
222.975563,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
223.201291,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
223.458239,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
223.782386,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
224.116336,TraderOne,Tick,613,633,-20,20,122800,123000,30987,221013,225013,OK
224.377173,TraderOne,Tick,613,633,-20,20,122800,123000,30987,221013,225013,OK
224.486668,TraderOne,Tick,613,633,-20,20,122800,123000,30987,221013,225013,OK
225.009834,TraderOne,Tick,613,633,-20,20,122800,122900,30987,221013,223013,OK
225.486101,TraderOne,Tick,613,633,-20,20,122800,122600,30987,221013,217013,OK
225.507181,TraderOne,Tick,613,653,-40,20,123100,122600,31479,2682521,222521,OK
225.756835,TraderOne,Tick,613,653,-40,40,123100,122600,31479,228521,220521,OK
226.014154,TraderOne,Tick,613,653,-40,40,123100,122600,31479,228521,220521,OK
226.476361,TraderOne,Tick,613,673,-60,60,123000,122200,31971,238029,226029,OK
226.510904,TraderOne,Tick,613,673,-60,60,123000,122200,31971,238029,226029,OK
226.758909,TraderOne,Tick,613,713,-100,100,123000,122200,32955,249045,229045,OK
226.96384,TraderOne,Tick,613,713,-100,100,123000,122200,32955,249045,229045,OK
227.266039,TraderOne,Tick,613,713,-100,100,123000,122200,32955,249045,229045,OK
227.534308,TraderOne,Tick,613,713,-100,100,122800,122200,32955,249045,229045,OK
227.73844,TraderOne,Tick,613,713,-100,100,122800,122200,32955,249045,229045,OK
228.058211,TraderOne,Tick,613,713,-100,100,122800,122200,32955,249045,229045,OK
228.229739,TraderOne,Tick,613,713,-100,100,122800,122200,32955,249045,229045,OK
228.562613,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
228.764691,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
229.073526,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
229.267552,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
229.543868,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
229.759043,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
230.065049,TraderOne,Tick,613,713,-100,100,123200,122500,32955,249045,229045,OK
230.321972,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
230.608016,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
230.868765,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
231.010159,TraderOne,Tick,613,713,-100,100,122800,122500,32955,249045,229045,OK
231.269562,TraderOne,Tick,613,713,-100,100,123200,122500,32955,249045,229045,OK
231.49292,TraderOne,Tick,613,713,-100,100,123200,122500,32955,249045,229045,OK
231.860588,TraderOne,Tick,613,713,-100,100,123200,122700,32955,249045,229045,OK
232.19344,TraderOne,Tick,613,713,-100,100,123200,122700,32955,249045,229045,OK
232.364734,TraderOne,Tick,613,713,-100,100,123200,122600,32955,249045,229045,OK
232.494422,TraderOne,Tick,613,713,-100,100,123200,122600,32955,249045,229045,OK
232.75403,TraderOne,Tick,613,713,-100,100,123200,122600,32955,249045,229045,OK
233.029055,TraderOne,Tick,613,713,-100,100,123000,122800,32955,249045,229045,OK
233.46863,TraderOne,Tick,613,713,-100,100,123400,123100,32955,249045,229045,OK
233.483595,TraderOne,Tick,613,713,-100,100,123400,123100,32955,249045,229045,OK
233.969355,TraderOne,Tick,613,713,-100,100,123400,123400,32955,249045,249045,OK
234.110381,TraderOne,Tick,613,713,-100,100,123400,123400,32955,249045,249045,OK
234.219338,TraderOne,Tick,613,713,-100,100,123400,123400,32955,249045,249045,OK
234.541082,TraderOne,Tick,613,713,-100,100,123800,123400,32955,249045,229045,OK
234.726449,TraderOne,Tick,613,713,-100,100,123800,123400,32955,249045,229045,OK
235.053646,TraderOne,Tick,613,713,-100,100,123800,123400,32955,249045,229045,OK
235.310308,TraderOne,Tick,613,713,-100,100,123800,123400,32955,249045,229045,OK
235.496032,TraderOne,Tick,613,713,-100,100,123900,123400,32955,249045,229045,OK
235.720283,TraderOne,Tick,613,713,-100,100,123900,123400,32955,249045,229045,OK
236.062701,TraderOne,Tick,613,713,-100,100,123900,123500,32955,249045,229045,OK
236.211015,TraderOne,Tick,613,713,-100,100,123000,123500,32955,249045,269045,OK
236.502114,TraderOne,Tick,613,713,-100,100,123000,123500,32955,249045,269045,OK
236.878899,TraderOne,Tick,613,713,-100,100,123000,123500,32955,249045,269045,OK
237.176949,TraderOne,Tick,613,713,-100,100,123900,123500,32955,249045,229045,OK
237.227007,TraderOne,Tick,613,713,-100,100,123900,123500,32955,249045,229045,OK
237.599175,TraderOne,Tick,613,713,-100,100,124400,123500,32955,249045,229045,OK
237.765377,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
238.090942,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
238.372477,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
238.520478,TraderOne,Tick,613,713,-100,100,123200,123800,32955,249045,269045,OK
238.719472,TraderOne,Tick,613,713,-100,100,123200,123800,32955,249045,269045,OK
239.027919,TraderOne,Tick,613,713,-100,100,123200,123700,32955,249045,269045,OK
239.266255,TraderOne,Tick,613,713,-100,100,123200,123700,32955,249045,269045,OK
239.522671,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
239.807375,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
240.054151,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
240.299986,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
240.485205,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
240.77242,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
241.038091,TraderOne,Tick,613,713,-100,100,123200,123900,32955,249045,269045,OK
241.300275,TraderOne,Tick,613,713,-100,100,123200,124000,32955,249045,269045,OK
241.478884,TraderOne,Tick,613,713,-100,100,123200,124000,32955,249045,269045,OK
241.772239,TraderOne,Tick,728,713,15,-15,124600,124000,35805,257695,260695,OK
242.320278,TraderOne,Tick,728,713,15,-15,124600,124300,35805,257695,260695,OK
242.501979,TraderOne,Tick,728,713,15,-15,124600,124300,35805,257695,260695,OK
242.796666,TraderOne,Tick,728,713,15,-15,124600,124300,35805,257695,260695,OK
243.088971,TraderOne,Tick,728,713,15,-15,124600,124300,35805,257695,260695,OK
243.220736,TraderOne,Tick,728,713,15,-15,124700,124300,35805,257695,260695,OK
243.521523,TraderOne,Tick,728,713,15,-15,124700,124200,35805,257695,260695,OK
243.968508,TraderOne,Tick,728,713,15,-15,124700,124400,35805,257695,260695,OK
244.02758,TraderOne,Tick,728,713,15,-15,124700,124400,35805,257695,260695,OK
244.33377,TraderOne,Tick,728,713,15,-15,123800,124500,35805,257695,254695,OK
244.589021,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
244.732547,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
245.006105,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
245.251487,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
245.546929,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
245.717507,TraderOne,Tick,728,713,15,-15,123900,124500,35805,257695,254695,OK
246.198771,TraderOne,Tick,728,713,15,-15,123900,124100,35805,257695,254695,OK
246.393307,TraderOne,Tick,728,713,15,-15,123900,124200,35805,257695,254695,OK
246.615899,TraderOne,Tick,728,713,15,-15,123900,124200,35805,257695,254695,OK
246.795796,TraderOne,Tick,728,713,15,-15,124600,124200,35805,257695,260695,OK
247.047271,TraderOne,Tick,728,713,15,-15,124600,124200,35805,257695,260695,OK
247.377288,TraderOne,Tick,728,713,15,-15,124600,124400,35805,257695,260695,OK
247.536478,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
247.722261,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
248.025941,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
248.305715,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
248.538403,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
248.709284,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
248.981052,TraderOne,Tick,728,713,15,-15,123800,124400,35805,257695,254695,OK
249.657672,TraderOne,Tick,728,713,15,-15,123800,124700,35805,257695,254695,OK
249.727147,TraderOne,Tick,728,713,15,-15,124400,124700,35805,257695,254695,OK
250.1897,TraderOne,Tick,744,713,31,-31,124300,124700,36203,262097,255897,OK
250.381785,TraderOne,Tick,764,713,51,-51,124600,124700,36701,261599,256499,OK
250.493978,TraderOne,Tick,764,713,51,-51,124600,124700,36701,261599,256499,OK
250.752088,TraderOne,Tick,764,713,51,-51,124600,124700,36701,261599,256499,OK
250.993496,TraderOne,Tick,764,713,51,-51,124600,124600,36701,261599,261599,OK
251.252822,TraderOne,Tick,764,713,51,-51,124600,124600,36701,261599,261599,OK
251.661423,TraderOne,Tick,764,713,51,-51,124400,124700,36701,261599,251399,OK
251.742343,TraderOne,Tick,764,713,51,-51,124000,124700,36701,261599,251399,OK
252.054339,TraderOne,Tick,764,713,51,-51,124000,124700,36701,261599,251399,OK
252.258643,TraderOne,Tick,784,713,71,-71,124400,124700,37199,265101,250901,OK
252.579414,TraderOne,Tick,804,713,91,-91,124400,124700,37697,268603,250403,OK
252.823231,TraderOne,Tick,813,713,100,-100,124400,124700,37921,270179,250179,OK
253.037159,TraderOne,Tick,813,713,100,-100,124400,124700,37921,270179,250179,OK
253.232982,TraderOne,Tick,813,713,100,-100,124000,124700,37921,270179,250179,OK
253.519102,TraderOne,Tick,813,713,100,-100,124000,124700,37921,270179,250179,OK
254.381308,TraderOne,Tick,813,713,100,-100,124600,124200,37921,270179,290179,OK
254.57968,TraderOne,Tick,813,713,100,-100,124800,124200,37921,270179,290179,OK
254.746046,TraderOne,Tick,813,713,100,-100,124800,124100,37921,270179,290179,OK
255.085837,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
255.280015,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
255.462513,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
255.765587,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
256.077048,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
256.223295,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
256.46982,TraderOne,Tick,813,713,100,-100,123400,124100,37921,270179,250179,OK
256.842317,TraderOne,Tick,813,713,100,-100,123400,124300,37921,270179,250179,OK
257.008511,TraderOne,Tick,813,713,100,-100,123400,124300,37921,270179,250179,OK
257.465903,TraderOne,Tick,813,713,100,-100,123400,124300,37921,270179,250179,OK
257.543959,TraderOne,Tick,813,713,100,-100,123900,124300,37921,270179,250179,OK
257.788112,TraderOne,Tick,813,713,100,-100,123800,124300,37921,270179,250179,OK
258.108867,TraderOne,Tick,813,713,100,-100,123800,124300,37921,270179,250179,OK
258.648414,TraderOne,Tick,813,713,100,-100,123800,124300,37921,270179,250179,OK
258.95967,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
259.797753,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
260.365798,TraderOne,Tick,813,713,100,-100,124800,124200,37921,270179,290179,OK
260.451278,TraderOne,Tick,813,713,100,-100,124800,124200,37921,270179,290179,OK
260.709574,TraderOne,Tick,813,713,100,-100,124800,124100,37921,270179,290179,OK
261.021214,TraderOne,Tick,813,713,100,-100,124800,124100,37921,270179,290179,OK
261.396281,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
261.525738,TraderOne,Tick,813,713,100,-100,123600,124300,37921,270179,250179,OK
261.716485,TraderOne,Tick,813,713,100,-100,123600,124300,37921,270179,250179,OK
261.966016,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
262.336144,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
262.454322,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
262.747592,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
263.092689,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
263.406365,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
263.84074,TraderOne,Tick,813,713,100,-100,124800,124300,37921,270179,290179,OK
264.400844,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
264.635703,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
264.774514,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
265.00315,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
265.216696,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
265.508672,TraderOne,Tick,813,713,100,-100,124900,124300,37921,270179,290179,OK
266.263244,TraderOne,Tick,813,713,100,-100,124300,125000,37921,270179,250179,OK
266.531675,TraderOne,Tick,813,713,100,-100,124900,125100,37921,270179,250179,OK
266.833778,TraderOne,Tick,813,713,100,-100,124900,124900,37921,270179,270179,OK
267.208689,TraderOne,Tick,813,713,100,-100,124900,124900,37921,270179,270179,OK
267.282354,TraderOne,Tick,813,713,100,-100,124900,124900,37921,270179,270179,OK
267.646029,TraderOne,Tick,813,713,100,-100,124900,124900,37921,270179,270179,OK
267.827533,TraderOne,Tick,813,713,100,-100,124900,124900,37921,270179,270179,OK
268.512026,TraderOne,Tick,813,713,100,-100,124100,124900,37921,270179,250179,OK
268.874203,TraderOne,Tick,813,713,100,-100,125000,124900,37921,270179,280179,OK
269.403142,TraderOne,Tick,813,713,100,-100,124000,124400,37921,270179,250179,OK
269.625226,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
269.733126,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
270.18082,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
270.236828,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
270.59726,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
270.845221,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
271.050033,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
271.227476,TraderOne,Tick,813,713,100,-100,124000,124500,37921,270179,250179,OK
271.767713,TraderOne,Tick,813,713,100,-100,124000,124100,37921,270179,260179,OK
272.054805,TraderOne,Tick,813,713,100,-100,124600,124100,37921,270179,290179,OK
272.368087,TraderOne,Tick,813,713,100,-100,123500,124100,37921,270179,250179,OK
272.456034,TraderOne,Tick,813,713,100,-100,123500,124100,37921,270179,250179,OK
273.193479,TraderOne,Tick,813,713,100,-100,123400,123700,37921,270179,250179,OK
273.315085,TraderOne,Tick,813,713,100,-100,123400,123700,37921,270179,250179,OK
273.526295,TraderOne,Tick,813,713,100,-100,123400,123700,37921,270179,250179,OK
273.752201,TraderOne,Tick,813,713,100,-100,124400,123800,37921,270179,290179,OK
274.103293,TraderOne,Tick,813,713,100,-100,124400,123700,37921,270179,290179,OK
274.268751,TraderOne,Tick,813,713,100,-100,124400,123700,37921,270179,290179,OK
274.46013,TraderOne,Tick,813,713,100,-100,124400,123700,37921,270179,290179,OK
275.161014,TraderOne,Tick,813,713,100,-100,124400,123400,37921,270179,290179,OK
275.337802,TraderOne,Tick,813,713,100,-100,124400,123500,37921,270179,290179,OK
275.498848,TraderOne,Tick,813,713,100,-100,124400,123400,37921,270179,290179,OK
275.801517,TraderOne,Tick,813,713,100,-100,124400,123400,37921,270179,290179,OK
275.966828,TraderOne,Tick,813,713,100,-100,124000,123500,37921,270179,290179,OK
276.364013,TraderOne,Tick,813,713,100,-100,123800,123600,37921,270179,290179,OK
276.501835,TraderOne,Tick,813,713,100,-100,123000,123600,37921,270179,250179,OK
276.789725,TraderOne,Tick,813,713,100,-100,124200,123600,37921,270179,290179,OK
277.283525,TraderOne,Tick,813,713,100,-100,124200,123600,37921,270179,290179,OK
277.722115,TraderOne,Tick,813,713,100,-100,122900,123600,37921,270179,250179,OK
277.772565,TraderOne,Tick,813,713,100,-100,122900,123600,37921,270179,250179,OK
278.029374,TraderOne,Tick,813,713,100,-100,122900,123600,37921,270179,250179,OK
278.203565,TraderOne,Tick,813,713,100,-100,122900,123600,37921,270179,250179,OK
278.523401,TraderOne,Tick,813,713,100,-100,122900,123600,37921,270179,250179,OK
278.747823,TraderOne,Tick,813,713,100,-100,122900,123400,37921,270179,250179,OK
278.971581,TraderOne,Tick,813,713,100,-100,122900,123400,37921,270179,250179,OK
279.301312,TraderOne,Tick,813,713,100,-100,124000,123400,37921,270179,290179,OK
279.515893,TraderOne,Tick,813,713,100,-100,124000,123400,37921,270179,290179,OK
279.794561,TraderOne,Tick,813,713,100,-100,124000,123400,37921,270179,290179,OK
280.046254,TraderOne,Tick,813,713,100,-100,124000,123400,37921,270179,290179,OK
280.219627,TraderOne,Tick,813,713,100,-100,124000,123400,37921,270179,290179,OK
280.605282,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
280.856833,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
280.973573,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
281.298454,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
281.593204,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
281.755148,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
282.121756,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
282.361433,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
282.489657,TraderOne,Tick,813,713,100,-100,124200,123400,37921,270179,290179,OK
282.837976,TraderOne,Tick,813,713,100,-100,123200,123400,37921,270179,250179,OK
283.040648,TraderOne,Tick,813,713,100,-100,123200,123400,37921,270179,250179,OK
283.234133,TraderOne,Tick,813,713,100,-100,123200,123400,37921,270179,250179,OK
283.546941,TraderOne,Tick,813,748,65,-65,123100,123400,38790,283310,270310,OK
283.768294,TraderOne,Tick,813,748,65,-65,123100,123400,38790,283310,270310,OK
284.068784,TraderOne,Tick,813,748,65,-65,123000,123400,38790,283310,270310,OK
284.340502,TraderOne,Tick,813,748,65,-65,123000,123400,38790,283310,270310,OK
284.545779,TraderOne,Tick,813,748,65,-65,123000,123400,38790,283310,270310,OK
284.781733,TraderOne,Tick,813,748,65,-65,122800,123300,38790,283310,270310,OK
285.093438,TraderOne,Tick,813,748,65,-65,122800,123300,38790,283310,270310,OK
285.296736,TraderOne,Tick,813,748,65,-65,123600,123100,38790,283310,296310,OK
285.528444,TraderOne,Tick,813,748,65,-65,122800,123100,38790,283310,270310,OK
285.761699,TraderOne,Tick,813,748,65,-65,122800,123100,38790,283310,270310,OK
286.141273,TraderOne,Tick,813,748,65,-65,122800,123100,38790,283310,270310,OK
286.235922,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
286.515277,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
286.736095,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
287.032279,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
287.205943,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
287.504566,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
287.713322,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
288.062858,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
288.322079,TraderOne,Tick,813,748,65,-65,123900,123100,38790,283310,296310,OK
288.565318,TraderOne,Tick,813,748,65,-65,123900,124000,38790,283310,276810,OK
288.772382,TraderOne,Tick,813,748,65,-65,123900,124000,38790,283310,276810,OK
289.103277,TraderOne,Tick,813,748,65,-65,123900,124100,38790,283310,270310,OK
289.214897,TraderOne,Tick,813,748,65,-65,123900,124100,38790,283310,270310,OK
289.50626,TraderOne,Tick,813,748,65,-65,123900,124100,38790,283310,270310,OK
289.823877,TraderOne,Tick,813,748,65,-65,123900,124100,38790,283310,270310,OK
